"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","AB","AVG","RC","TB","XBH","HBP","IBB","SH","SF","GIDP","Sl","CYC"
"L.B. Dantzler","TOR","1B","2849","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joseph Daris","ATL","OF","2850","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Darnell","TB","3B","2851","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wes Darvill","CHC","SS","2852","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Daschbach","BAL","1B","2853","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Davies","BOS","1B","2854","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Davis","BAL","C","2855","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Davis","BAL","C","2856","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Davis","PIT","2B","2857","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Devin Davis","TB","1B","2858","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Glynn Davis","BAL","OF","2859","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.R. Davis","STL","2B","2860","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Davis","BOS","1B","2861","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kentrail Davis","MIL","OF","2862","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Davis","HOU","2B,P","2863","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lars Davis","COL","C","2864","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leonard Davis","WSH","OF","2865","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcus Davis","SD","1B,OF","2866","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mason Davis","MIA","2B,3B","2867","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Davis","MIN","3B","2868","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rajai Davis","(N/A)","OF","2869","FA","40","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Dawson","HOU","2B,SS","2870","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darius Day","TEX","OF","2871","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alejandro De Aza","(N/A)","OF","2872","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yeffri De Aza","NYM","SS","2873","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor De Hoyos","ATL","C","2874","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Freddy De Jesus","STL","1B","2875","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ivan De Jesus","CHC","OF","2876","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aldrich De Jongh","LAD","OF","2877","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julio De La Cruz","PIT","3B","2878","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keury De La Cruz","BOS","OF","2879","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis De La Cruz","STL","C","2880","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael De La Cruz","PIT","OF","2881","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vicmal De La Cruz","OAK","OF","2882","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Willmer De La Cruz","TB","SS","2883","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Paxton De La Garza","ARI","2B","2884","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bladimir De La Rosa","LAD","SS","2885","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryan De La Rosa","ATL","C","2886","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric De La Rosa","DET","OF","2887","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frandy De La Rosa","CHC","SS","2888","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricardo De La Torre","MIN","SS","2889","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ernie De La Trinidad","MIN","OF","2890","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deyvison De Los Santos","ARI","3B","2891","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tomas De Los Santos","CIN","OF","2892","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nander De Sedas","(N/A)","SS","2893","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danny De la Calle","TB","C","2894","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andres DeAza","TOR","OF","2895","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe DeCarlo","SEA","SS","2896","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David DeJesus","(N/A)","OF","2897","FA","40","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jharmidy DeJesus","SEA","1B","2898","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexander DeLeon","STL","C","2899","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan DeLeon","NYY","OF","2900","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelvin DeLeon","NYY","OF","2901","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey DeMichele","CHW","2B","2902","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dustin DeMuth","MIL","1B,3B,SS","2903","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake DePew","TB","C","2904","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris DeVito","KC","1B","2905","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Dean","(N/A)","1B","2906","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Dean","DET","SS","2907","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Dean","TOR","1B,3B","2908","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Dean","LAD","SS","2909","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Dearden","BOS","OF","2910","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jaff Decker","WSH","OF","2911","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Craig Dedelow","CHW","OF","2912","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kellin Deglan","NYY","C","2913","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Degoti","HOU","SS","2914","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alisson Del Orbe","TEX","2B","2915","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Diomedes Del Rio","STL","OF","2916","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daury Del Rosario","TB","2B","2917","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francisco Del Valle","LAA","OF","2918","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Delaney","PIT","1B","2919","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Delay","PIT","C","2920","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitchell Delfino","SF","3B","2921","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jean Delgado","SF","SS","2922","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Natanael Delgado","BAL","OF","2923","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonny Deluca","LAD","OF","2924","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Deluzio","MIA","SS","2925","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Dennis","HOU","OF","2926","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Denorfia","(N/A)","OF","2927","FA","40","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Denson","MIL","1B","2928","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Dent","WSH","2B,SS","2929","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grant Desme","OAK","OF","2930","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mishael Deson","BAL","OF","2931","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alfredo Despaigne","(N/A)","OF","2932","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vincent DiFazio","TEX","C","2933","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Argenis Diaz","DET","SS","2934","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blayberg Diaz","MIL","C","2935","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Diaz","MIL","OF","2936","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Diaz","HOU","1B,OF","2937","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cesar Diaz","NYY","OF","2938","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Diaz","PIT","SS","2939","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edwin Diaz","OAK","SS","2940","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Einar Diaz","PIT","C","2941","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francisco Diaz","PIT","C","2942","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harold Diaz","CHW","SS","2943","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Diaz","PIT","SS","2944","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Diaz","CHC","2B","2945","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Omar Diaz","HOU","OF","2946","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Diaz","TB","OF","2947","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rhodery Diaz","MIN","OF","2948","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Diaz","PHI","C","2949","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Dickerson","BAL","OF","2950","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"O'Koyea Dickson","WSH","1B,OF","2951","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ray-Patrick Didder","ATL","SS","2952","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danny Diekroeger","STL","2B,3B,SS","2953","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenny Diekroeger","KC","SS","2954","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vladimir Dilone","COL","2B","2955","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dawson Dimon","TB","C","2956","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrison Dinicola","MIA","OF","2957","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andy Dirks","(N/A)","OF","2958","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Dirocie","NYM","OF","2959","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burle Dixon","KC","OF","2960","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rashun Dixon","OAK","OF","2961","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dillon Dobson","SF","1B,3B","2962","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Dodig","ATL","3B","2963","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Domoromo","SD","OF","2964","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Dominguez","WSH","OF","2965","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Dominguez","(N/A)","3B","2966","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Donald","TEX","SS","2967","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mason Doolittle","WSH","C","2968","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Dore","SD","OF","2969","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danny Dorn","TOR","1B,OF","2970","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Dosch","BAL","3B,OF","2971","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Terence Doston","MIL","OF","2972","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cade Doughty","DET","SS","2973","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Douglas","DET","2B","2974","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Doumit","(N/A)","C","2975","FA","39","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Downes","KC","OF","2976","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Doyle","STL","2B,SS","2977","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Drake","STL","OF","2978","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brayden Drake","SD","3B","2979","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yadir Drake","LAD","OF","2980","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguel Droz","LAD","SS","2981","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Duce","STL","C","2982","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lucas Duda","(N/A)","1B","2983","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Duffy","(N/A)","OF","2984","FA","40","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Duffy","HOU","3B","2985","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelly Dugan","PHI","OF","2986","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dayton Dugas","DET","OF","2987","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor Dugas","NYY","OF","2988","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Dulin","KC","1B","2989","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dalton Dulin","WSH","2B","2990","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Dunatov","CLE","OF,P","2991","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Dunn","(N/A)","OF","2992","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oliver Dunn","NYY","2B","2993","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Antoine Duplantis","NYM","OF","2994","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Dupont","TOR","2B","2995","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Duran","PHI","OF","2996","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Duran","CIN","OF","2997","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Duran","NYY","3B","2998","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Durango","CLE","OF","2999","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Durden","BOS","OF","3000","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Durna","CHC","1B","3001","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Camden Duzenack","ARI","SS","3002","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Allan Dykstra","(N/A)","1B","3003","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cutter Dykstra","MIL","2B","3004","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Dykstra","STL","2B","3005","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Diaz","NYY","SS","3006","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clark Eagan","PIT","OF","3007","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jerrion Ealy","(N/A)","OF","3008","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ed Easley","PIT","C","3009","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nate Easley","SD","OF","3010","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Easton","MIN","1B,P","3011","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kody Eaves","DET","2B","3012","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Echenique","KC","OF","3013","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Edgerton","ATL","3B","3014","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danny Edgeworth","COL","3B","3015","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mikey Edie","SF","OF","3016","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spencer Edwards","TB","SS","3017","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Egnatuk","MIL","3B","3018","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnny Eierman","TB","SS","3019","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Eigsti","NYM","2B","3020","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Elander","ATL","C","3021","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gauntlett Eldemire","PHI","OF","3022","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Caleb Eldridge","PHI","1B","3023","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sebastian Elizalde","CIN","OF","3024","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Elkins","HOU","2B","3025","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Ellison","ATL","OF","3026","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brad Emaus","NYM","2B","3027","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brayan Emery","NYY","OF","3028","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Encarnacion","CHC","OF","3029","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Encarnacion","PHI","3B","3030","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Engelmann","CLE","OF","3031","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner English","MIN","OF","3032","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julio Enrique","LAD","OF","3033","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Erro","BOS","2B,3B","3034","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alfredo Escalera-Maldonado","KC","OF","3035","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ildemaro Escalona","DET","SS","3036","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Escarra","BAL","1B","3037","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alcides Escobar","(N/A)","SS","3038","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Escobar","CHC","C","3039","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elys Escobar","DET","C","3040","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julian Escobedo","CLE","OF","3041","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sebastian Espino","NYM","SS","3042","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danny Espinosa","(N/A)","2B","3043","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Esposito","BAL","3B","3044","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nathan Esposito","KC","C","3045","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ariel Estades","KC","OF","3046","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Geury Estevez","SD","SS","3047","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelvin Estevez","ATL","OF","3048","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alberto Estrella","LAD","OF","3049","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Devon Ethier","LAD","OF","3050","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricky Eusebio","SEA","OF","3051","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zane Evans","KC","C","3052","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Skyler Ewing","SF","1B","3053","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Exposito","OAK","C","3054","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Albert Fabian","SD","OF","3055","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Irving Falu","(N/A)","2B","3056","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Familia","MIL","3B","3057","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johneshwy Fargas","NYM","OF","3058","FA","26","","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0"
"Cody Farhat","CLE","OF","3059","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Farrar","OAK","OF","3060","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor Featherston","(N/A)","2B","3061","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Featherstone","MIN","1B,OF","3062","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tim Fedroff","CLE","OF","3063","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nicholas Feight","SD","1B","3064","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Felix","TEX","C","3065","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson Feliz","NYY","2B","3066","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Feliz","MIN","SS","3067","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Fellhauer","CIN","OF","3068","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grant Fennell","CHC","1B,OF","3069","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mick Fennell","STL","OF","3070","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Collin Ferguson","COL","1B","3071","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andy Fermin","TOR","3B","3072","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Freddy Fermin","KC","C","3073","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frankeny Fernandez","HOU","2B","3074","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ilvin Fernandez","CIN","SS","3075","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Fernandez","ATL","OF","3076","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jorge Fernandez","MIN","C","3077","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Fernandez","(N/A)","1B,2B","3078","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricardo Ferreira","NYY","2B","3079","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dominic Ficociello","DET","2B","3080","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Fiedler","STL","OF","3081","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnny Field","(N/A)","OF","3082","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tommy Field","MIN","2B","3083","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Fields","(N/A)","OF","3084","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Fields","LAD","OF","3085","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Fields","PHI","3B","3086","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roemon Fields","TOR","OF","3087","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adonis Figuereo","DET","OF","3088","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alberto Figuereo","TB","2B","3089","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Filiere","CHC","3B","3090","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Filliben","PIT","SS","3091","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grant Fink","CLE","1B,3B","3092","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
