"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","AB","AVG","RC","TB","XBH","HBP","IBB","SH","SF","GIDP","Sl","CYC"
"Cristian Feliz","TOR","OF","1420","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yanquiel Fernandez","COL","OF","1421","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Omar Florentino","KC","SS","1422","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tiquan Forbes","TEX","3B,SS","1423","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Freeman","TEX","SS","1424","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Fry","MIL","C","1425","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Terry Fuller","STL","OF","1426","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Garcia","CHW","OF","1427","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Garcia","WSH","SS","1428","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Willie Joe Garry Jr.","MIN","OF","1429","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Manuel Geraldo","SF","SS","1430","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Casey Gillaspie","CHW","1B","1431","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Isiah Gilliam","NYY","1B,OF","1432","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robbie Glendenning","PIT","SS","1433","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alvaro Gonzalez","DET","SS","1434","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brayan Gonzalez","PHI","SS","1435","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miles Gordon","CIN","OF","1436","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jimmy Govern","KC","2B","1437","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Devlin Granberg","BOS","OF","1438","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anfernee Grier","ARI","OF","1439","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Guenther","TEX","1B","1440","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sean Guilbe","SD","2B","1441","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abrahan Gutierrez","PHI","C","1442","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darlin Guzman","CIN","OF","1443","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Guzman","PHI","SS","1444","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Haley","TB","3B","1445","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Hamilton","MIL","SS","1446","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K.J. Harrison","MIL","C","1447","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Hearn","ATL","OF","1448","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jiter Heredia","ARI","3B","1449","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elier Hernandez","KC","OF","1450","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brayan Hernandez","MIA","OF","1451","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Hicks","ARI","C","1452","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick Hilson","SF","OF","1453","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabe Holt","MIL","OF","1454","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mason House","SD","OF","1455","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Jagielo","MIA","1B,3B","1456","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Branlyn Jaraba","MIL","SS","1457","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Jenkins","TEX","OF","1458","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Jerez","PIT","2B","1459","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Jimenez","SEA","OF","1460","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cooper Johnson","DET","C","1461","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gosuke Katoh","NYY","2B","1462","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fernando Kelli","CHC","OF","1463","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dalton Kelly","SEA","1B","1464","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brett Kinneman","PIT","OF","1465","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grant Koch","PIT","C","1466","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Krieger","CLE","2B","1467","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steven Kwan","CLE","OF","1468","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gavin LaValley","CIN","3B","1469","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danny Lantigua","CIN","OF","1470","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Laurencio","DET","3B","1471","BART","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charles Leblanc","TEX","SS","1472","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick Leonard","TB","3B,SS","1473","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Liberato","SEA","OF","1474","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alejo Lopez","CIN","SS","1475","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Lopez","CHC","OF","1476","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Lugbauer","ATL","C","1477","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brennon Lund","LAA","OF","1478","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Marabell","CLE","OF","1479","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ynmanol Marinez","MIA","SS","1480","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Martinez, Jr.","DET","3B","1481","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Orlando Martinez","LAA","OF","1482","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Martini","PHI","OF","1483","FA","30","","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0"
"Ernesto Martinez, Jr.","MIL","1B","1484","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tate Matheny","BOS","OF","1485","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chad McClanahan","MIL","3B","1486","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keegan McGovern","SEA","OF","1487","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Meyers","HOU","OF","1488","FA","24","","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0"
"Jalen Miller","ATL","SS","1489","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Braylin Minier","CIN","SS","1490","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Coco Montes","COL","2B,SS","1491","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darlin Moquete","STL","OF","1492","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Murray","TB","SS","1493","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Nelson","MIA","3B","1494","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robert Neustrom","BAL","OF","1495","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andre Nnebe","MIL","OF","1496","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lars Nootbaar","STL","OF","1497","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amado Nunez","CHW","SS","1498","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rougned Odor","TEX","2B","1499","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Demi Orimoloye","MIL","OF","1500","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joseph Ortiz","BAL","SS","1501","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Pages","STL","C","1502","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jermaine Palacios","MIN","3B","1503","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronaiker Palma","COL","C","1504","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarrett Parker","NYM","OF","1505","FA","31","","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0"
"Jhoan Paulino","OAK","SS","1506","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Perez","HOU","3B","1507","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yonathan Perlaza","CHC","SS","1508","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fabian Pertuz","CHC","SS","1509","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Piron","COL","2B","1510","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Micah Pries","CLE","OF","1511","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Pujols","PHI","OF","1512","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Raley","LAD","OF","1513","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abiezel Ramirez","TB","SS","1514","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chandler Redmond","STL","2B","1515","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jakson Reetz","WSH","C","1516","FA","24","","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0"
"Jose Reyes","LAA","OF","1517","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Ritter","NYM","2B","1518","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Laz Rivera","CHW","SS","1519","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Rodriguez","SF","SS","1520","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Rodriguez","TEX","C","1521","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Rodriguez","CHW","2B","1522","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keyber Rodriguez","TEX","SS","1523","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronny Rodriguez","MIL","2B","1524","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Rodriguez","NYM","SS","1525","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Rose","ARI","3B","1526","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Rubio","ARI","SS","1527","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adrian Sanchez","WSH","3B","1528","FA","30","","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0"
"Jose Sanchez","WSH","SS","1529","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Sandoval","LAA","OF","1530","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Debby Santana","CIN","3B","1531","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shane Sasaki","TB","OF","1532","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.J. Schwarz","OAK","C","1533","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colton Shaver","HOU","C","1534","FA","25","","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0"
"Jonathan Sierra","CHC","OF","1535","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguelangel Sierra","HOU","SS","1536","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colin Simpson","COL","C","1537","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malfrin Sosa","MIN","OF","1538","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lamar Sparks","BAL","OF","1539","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Stephen","PHI","OF","1540","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole Stobbe","PHI","SS","1541","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Tanielu","HOU","3B","1542","FA","28","","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0"
"Dom Thompson-Williams","SEA","OF","1543","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Torres","MIA","SS","1544","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raider Uceta","LAA","OF","1545","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Conner Uselton","PIT","OF","1546","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesmuel Valentin","BAL","2B,3B","1547","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Felix Valerio","NYM","2B","1548","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yerdel Vargas","OAK","SS","1549","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Vasquez","NYM","1B","1550","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Vicuna","TOR","SS","1551","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andy Weber","CHC","2B","1552","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamie Westbrook","ARI","2B,SS","1553","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Williams","MIL","OF","1554","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grant Witherspoon","TB","OF","1555","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Wynns","BAL","C","1556","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Yang","CIN","C","1557","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wadye Ynfante","STL","OF","1558","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Young","CHC","2B","1559","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Yurchak","CHW","3B","1560","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andy Abad","MIL","1B","1561","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dom Abbadessa","TOR","OF","1562","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Abbott","LAA","OF","1563","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitch Abeita","NYY","C","1564","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reggie Abercrombie","HOU","OF","1565","FA","39","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brent Abernathy","WSH","2B","1566","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Abraham","CLE","3B","1567","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abner Abreu","CLE","OF","1568","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Esdras Abreu","TEX","OF","1569","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Carlos Abreu","BOS","OF","1570","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Abreu","ARI","2B","1571","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Osvaldo Abreu","WSH","SS","1572","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhohan Acevedo","STL","OF","1573","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stiven Acevedo","BAL","OF","1574","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yoneiry Acevedo","DET","2B","1575","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mayobanex Acosta","TB","C","1576","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francisco Acuna","PIT","SS","1577","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Adams","TOR","3B","1578","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Aeilts","COL","OF","1579","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Aguiar","MIN","OF","1580","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Aiello","TOR","3B","1581","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Akins","MIN","OF","1582","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Barefoot","HOU","OF","1583","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Baxter","SEA","OF","1584","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peniel Brito","TOR","OF","1585","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Quinn Brodey","NYM","OF,P","1586","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elijah Cabell","MIL","OF","1587","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fidel Castro","CIN","OF","1588","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Derian Cruz","ATL","2B","1589","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Davidson","WSH","2B,3B","1590","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brendan Donovan","STL","3B,OF","1591","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elijah Dunham","PIT","OF","1592","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wander A. Franco","HOU","3B","1593","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saul Garza","KC","C","1594","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joshua Graham","ATL","C,P","1595","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
