"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","AB","R","H","2B","3B","HR","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS"
"Travis Jankowski","CIN","OF","199","FA","29","","227","1.94","117","347","45","90","12","3","4","17","37","73","24","7",".259",".332",".346",".678"
"JaCoby Jones","DET","OF","200","FA","28","","226.5","1.76","129","429","54","89","22","6","11","34","24","142","13","5",".207",".266",".364",".630"
"Ryan Zimmerman","WSH","1B","201","FA","36","","226","2.66","85","288","33","76","21","2","13","51","30","55","1","1",".264",".337",".486",".824"
"Gary Sanchez","NYY","C","202","ZL","28","","225.5","2.53","89","323","51","60","17","0","18","53","46","94","1","0",".186",".291",".406",".697"
"Jake Bauers","CLE","OF","203","FA","25","","225.5","2.35","96","323","48","65","22","2","11","48","54","104","6","6",".201",".316",".384",".700"
"Avisail Garcia","MIL","OF","204","NT 13","29","","225","2.42","93","356","47","84","11","2","19","49","20","102","3","1",".236",".281",".438",".719"
"Daniel Murphy","COL","1B","205","BART","35","","225","2.47","91","328","40","98","15","0","12","42","20","40","3","0",".299",".336",".454",".790"
"Alcides Escobar","(N/A)","SS","206","FA","34","","224.5","1.6","140","485","54","112","22","3","4","34","29","74","8","2",".231",".279",".313",".593"
"Adam Frazier","PIT","2B","207","NT 4","29","","224","1.98","113","318","52","88","23","2","10","35","29","53","1","3",".277",".342",".456",".798"
"Jedd Gyorko","MIL","1B","208","FA","32","","221","1.77","125","351","49","92","19","1","11","47","44","77","2","0",".262",".346",".416",".762"
"Leonys Martin","CLE","OF","209","FA","32","","219","2.61","84","318","48","81","15","3","11","33","30","77","7","4",".255",".323",".425",".747"
"Kolten Wong","(N/A)","2B","210","CP DLT","30","","218","1.72","127","353","41","88","18","2","9","38","31","60","6","5",".249",".332",".388",".720"
"Jose Pirela","(N/A)","2B","211","FA","31","","218","1.49","146","438","54","109","23","2","5","32","30","89","6","3",".249",".300",".345",".645"
"Michael A. Taylor","KC","OF","212","FA","29","","217.5","1.62","134","353","46","80","22","3","6","28","29","116","24","6",".227",".287",".357",".644"
"Elvis Andrus","TEX","SS","213","FA","32","","215.5","2.22","97","395","53","101","20","3","6","33","28","66","5","3",".256",".308",".367",".675"
"Mark Trumbo","(N/A)","UT","214","FA","34","","215.5","2.39","90","330","41","86","12","0","17","44","24","87","0","0",".261",".313",".452",".764"
"Wil Myers","SD","OF","215","NT 13","30","","214","2.58","83","312","39","79","25","1","11","39","30","94","13","1",".253",".318",".446",".763"
"Charlie Culberson","ATL","1B","216","FA","31","","208.5","1.85","113","296","47","80","18","2","12","45","21","85","4","2",".270",".326",".466",".792"
"Neil Walker","PHI","2B","217","FA","35","","208","1.84","113","347","48","76","12","1","11","46","42","87","0","0",".219",".309",".354",".664"
"David Dahl","TEX","OF","218","Nunez","26","","207.5","2.69","77","249","31","68","11","3","16","48","19","68","5","3",".273",".325",".534",".859"
"Jordy Mercer","NYY","SS","219","FA","34","","207.5","1.77","117","394","43","99","29","2","6","39","32","87","2","0",".251",".315",".381",".696"
"Jonathan Lucroy","PHI","C","220","FA","34","","205","1.63","126","415","41","100","21","1","4","51","29","65","0","0",".241",".291",".325",".617"
"Christian Villanueva","(N/A)","3B","221","FA","29","","201.5","1.83","110","351","42","83","15","0","20","46","23","104","3","0",".236",".299",".450",".750"
"Isiah Kiner-Falefa","TEX","3B","222","NCNF","25","","200","1.8","111","356","43","93","18","2","4","34","28","62","7","5",".261",".325",".357",".682"
"Scott Kingery","PHI","2B","223","CP DLT","26","","199.5","1.36","147","452","55","102","23","2","8","35","24","126","10","3",".226",".267",".338",".605"
"Lucas Duda","(N/A)","1B","224","FA","34","","199","1.86","107","328","35","79","14","1","14","50","28","102","1","0",".241",".313",".418",".731"
"Kevin Kiermaier","TB","OF","225","FA","30","","198.5","2.26","88","332","44","72","12","9","7","29","25","91","10","5",".217",".282",".370",".653"
"Addison Russell","(N/A)","SS","226","FA","26","","198.5","1.53","130","420","52","105","21","1","5","38","40","99","4","0",".250",".317",".340",".657"
"Jake Cave","MIN","OF","227","FA","28","","197.5","2.17","91","283","54","75","16","2","13","45","18","102","2","1",".265",".313",".473",".786"
"Adam Engel","CHW","OF","228","FA","29","","197.5","1.38","143","429","49","101","17","4","6","29","18","129","16","8",".235",".279",".336",".614"
"Delino DeShields","(N/A)","OF","229","FA","28","","197","1.86","106","334","52","72","14","1","2","22","43","83","20","4",".216",".310",".281",".591"
"Tony Kemp","OAK","2B","230","FA","29","","196.5","2.03","97","255","37","67","15","0","6","30","32","44","9","3",".263",".351",".392",".743"
"Devon Travis","(N/A)","2B","231","FA","29","","195.5","1.9","103","357","41","83","14","3","11","44","16","64","3","2",".232",".275",".381",".656"
"Mitch Garver","MIN","C","232","Nunez","29","","194","1.9","102","302","38","81","19","2","7","45","29","72","0","0",".268",".335",".414",".749"
"Cameron Maybin","CHC","OF","233","FA","33","","192.5","1.49","129","342","32","85","14","2","4","28","38","75","10","5",".249",".326",".336",".662"
"Jorge Polanco","MIN","SS","234","ZL","27","","192","2.49","77","302","38","87","18","3","6","42","25","62","7","7",".288",".345",".427",".773"
"Daniel Robertson","(N/A)","SS","235","FA","26","","192","2.21","87","282","46","74","16","0","9","34","43","77","2","2",".262",".382",".415",".797"
"Logan Morrison","MIL","UT","236","FA","33","","190","2","95","318","41","59","13","0","15","39","34","80","1","0",".186",".276",".368",".644"
"Joe Panik","TOR","2B","237","FA","30","","189.5","1.86","102","358","38","91","14","1","4","24","26","30","4","2",".254",".307",".332",".639"
"Carlos Gomez","(N/A)","OF","238","FA","35","","189","1.6","118","360","42","75","15","2","9","32","25","103","12","3",".208",".298",".336",".634"
"Chris Iannetta","(N/A)","C","239","FA","37","","189","1.72","110","299","36","67","13","1","11","36","50","87","0","0",".224",".345",".385",".730"
"Jay Bruce","PHI","OF","240","FA","33","","187.5","1.99","94","319","31","71","18","1","9","37","41","75","2","3",".223",".310",".370",".680"
"Josh Harrison","WSH","2B","241","FA","33","","183.5","1.89","97","344","41","86","13","1","8","37","18","68","3","0",".250",".293",".363",".656"
"Ehire Adrianza","MIN","3B","242","FA","31","","183.5","1.61","114","335","42","84","23","1","6","39","24","82","5","1",".251",".301",".379",".680"
"Hernan Perez","CHC","1B","243","FA","29","","182.5","1.38","132","316","36","80","11","2","9","29","17","71","11","3",".253",".290",".386",".676"
"Mike Zunino","TB","C","244","FA","29","","182","1.61","113","373","37","75","18","0","20","44","24","150","0","0",".201",".259",".410",".669"
"Eric Thames","WSH","1B","245","FA","34","","181.5","1.89","96","247","41","54","10","3","16","37","29","97","7","0",".219",".306",".478",".783"
"Tyler White","TOR","1B","246","FA","30","","181.5","2.75","66","210","27","58","12","3","12","42","24","49","0","1",".276",".354",".533",".888"
"Martin Maldonado","HOU","C","247","Ass","34","","178.5","1.5","119","373","39","84","18","1","9","44","16","98","0","1",".225",".276",".351",".627"
"Alen Hanson","SEA","2B","248","FA","28","","178","1.62","110","294","36","74","17","5","8","39","9","71","7","3",".252",".274",".425",".699"
"Franmil Reyes","CLE","UT","249","DEAL","25","","177","2.03","87","261","36","73","9","0","16","31","24","80","0","0",".280",".340",".498",".838"
"Manny Pina","MIL","C","250","FA","33","","176.5","1.8","98","306","39","77","13","2","9","28","21","62","2","0",".252",".307",".395",".702"
"Melky Cabrera","NYM","OF","251","FA","36","","176.5","2.26","78","250","28","70","17","0","6","39","20","38","1","1",".280",".335",".420",".755"
"Greg Allen","SD","OF","252","FA","27","","175.5","1.93","91","265","36","68","11","3","2","20","14","58","21","4",".257",".310",".343",".654"
"Chad Pinder","OAK","2B","253","FA","28","","174","1.58","110","298","43","77","12","1","13","27","27","88","0","2",".258",".332",".436",".769"
"Hunter Dozier","KC","1B,OF","254","NT 4","29","","173","1.7","102","362","36","83","19","4","11","34","24","109","2","3",".229",".278",".395",".673"
"Jeff McNeil","NYM","OF","255","ZL","28","","172.5","2.74","63","225","35","74","11","6","3","19","14","24","7","1",".329",".381",".471",".852"
"Omar Narvaez","MIL","C","256","FA","28","","172.5","1.78","97","280","30","77","14","1","9","30","38","65","0","2",".275",".366",".429",".794"
"Yairo Munoz","BOS","OF","257","FA","25","","172.5","1.6","108","293","39","81","16","0","8","42","30","71","5","6",".276",".350",".413",".763"
"Chris Davis","BAL","1B","258","FA","34","","170.5","1.33","128","470","40","79","12","0","16","49","41","192","2","0",".168",".243",".296",".539"
"Tyler Austin","MIL","1B,OF","259","FA","29","","170.5","2.47","69","244","34","56","10","0","17","47","19","95","1","2",".230",".287",".480",".767"
"David Fletcher","LAA","SS","260","NT 13","26","","164.5","2.06","80","284","35","78","18","2","1","25","15","34","3","0",".275",".316",".363",".678"
"Elias Diaz","COL","C","261","FA","30","","164.5","2.01","82","252","33","72","12","0","10","34","21","40","0","1",".286",".339",".452",".792"
"James McCann","NYM","C","262","FA","30","","163","1.38","118","427","31","94","16","0","8","39","26","116","0","3",".220",".267",".314",".581"
"Willy Adames","TB","SS","263","VP","25","","162","1.91","85","288","43","80","7","0","10","34","31","95","6","5",".278",".348",".406",".754"
"Ben Gamel","(N/A)","OF","264","FA","28","","161.5","1.6","101","257","37","70","14","4","1","19","31","61","7","3",".272",".358",".370",".728"
"Dexter Fowler","STL","OF","265","FA","34","","161","1.79","90","289","40","52","10","0","8","31","38","75","5","2",".180",".278",".298",".576"
"Tim Beckham","(N/A)","SS","266","FA","30","","160.5","1.67","96","369","45","85","17","0","12","35","27","100","1","2",".230",".287",".374",".661"
"Russell Martin","(N/A)","C","267","FA","37","","160.5","1.78","90","289","37","56","8","0","10","25","56","82","0","3",".194",".338",".325",".663"
"Guillermo Heredia","NYM","OF","268","FA","29","","160","1.28","125","292","29","69","14","1","5","19","32","52","2","4",".236",".318",".342",".661"
"Ji-Man Choi","TB","1B","269","FA","29","","157","2.57","61","190","25","50","14","1","10","32","26","55","2","0",".263",".357",".505",".863"
"Logan Forsythe","MIA","2B","270","FA","33","","157","1.31","120","371","37","86","16","0","2","27","41","83","3","0",".232",".313",".291",".604"
"Austin Hedges","CLE","C","271","FA","28","","156.5","1.72","91","303","29","70","14","2","14","37","21","90","3","0",".231",".282",".429",".711"
"Greg Bird","PHI","1B","272","CP DLT","28","","155.5","1.9","82","272","23","54","16","1","11","38","30","78","0","0",".199",".286",".386",".672"
"Jorge Soler","KC","UT","273","BART","28","","154.5","2.53","61","223","27","59","18","0","9","28","28","69","3","1",".265",".354",".466",".820"
"JT Riddle","(N/A)","3B","274","FA","29","","154.5","1.51","102","308","28","71","10","4","9","36","20","67","0","3",".231",".277",".377",".653"
"Luke Voit","NYY","1B","275","VP","29","","154","3.28","47","143","30","46","5","0","15","36","17","43","0","0",".322",".398",".671","1.069"
"Tyler Flowers","ATL","C","276","FA","34","","153.5","1.87","82","251","34","57","9","0","8","30","35","76","0","0",".227",".341",".359",".700"
"Devin Mesoraco","NYM","C","277","FA","32","","153","1.82","84","244","24","54","10","0","11","33","25","52","0","0",".221",".303",".398",".700"
"Jorge Alfaro","MIA","C","278","NCNF","27","","152","1.41","108","344","35","90","16","2","10","37","18","138","3","0",".262",".324",".407",".731"
"Austin Romine","DET","C","279","FA","32","","151.5","1.97","77","242","30","59","12","0","10","42","17","67","1","0",".244",".295",".417",".713"
"Adeiny Hechavarria","ATL","2B","280","FA","31","","150","1.6","94","296","34","73","11","0","6","31","16","58","2","0",".247",".279",".345",".624"
"Danny Valencia","(N/A)","1B,3B","281","FA","36","","149.5","1.92","78","255","28","67","8","1","9","28","22","53","1","1",".263",".316",".408",".723"
"Lewis Brinson","MIA","OF","282","FA","26","","147","1.35","109","382","31","76","10","5","11","42","17","120","2","1",".199",".240",".338",".577"
"John Hicks","ARI","C","283","FA","31","","147","1.81","81","288","35","75","12","1","9","32","22","84","0","1",".260",".312",".403",".715"
"Matt Wieters","STL","C","284","FA","34","","145","1.91","76","235","24","56","8","0","8","30","30","45","0","1",".238",".330",".374",".704"
"Phillip Ervin","SEA","OF","285","FA","28","","144.5","1.85","78","218","27","55","10","1","7","31","20","60","6","1",".252",".324",".404",".728"
"Chris Owings","COL","2B","286","FA","29","","144.5","1.36","106","281","34","58","15","0","4","22","24","75","11","4",".206",".272",".302",".574"
"Leury Garcia","CHW","SS","287","FA","29","","144","1.76","82","258","23","70","7","4","4","32","9","69","12","1",".271",".303",".376",".679"
"Pablo Sandoval","ATL","UT","288","FA","34","","144","1.57","92","230","22","57","10","1","9","40","19","52","0","0",".248",".310",".417",".727"
"Nicky Delmonico","CHW","OF","289","FA","28","","144","1.64","88","284","31","61","11","5","8","25","27","80","1","2",".215",".296",".373",".669"
"Aaron Altherr","NYM","OF","290","FA","29","","143.5","1.37","105","243","28","44","11","1","8","38","36","91","3","2",".181",".295",".333",".628"
"Kevin Plawecki","BOS","C","291","FA","29","","143","1.81","79","238","33","50","13","2","7","30","28","65","0","1",".210",".315",".370",".685"
"Lourdes Gurriel Jr.","TOR","OF","292","DEAL","27","","140.5","2.16","65","249","30","70","8","0","11","35","9","59","1","2",".281",".309",".446",".755"
"Jace Peterson","(N/A)","OF","293","FA","30","","140.5","1.46","96","210","21","42","13","2","3","28","31","58","13","3",".200",".310",".324",".634"
"Cory Spangenberg","MIL","3B","294","FA","29","","140","1.21","116","298","35","70","9","4","7","25","25","108","6","1",".235",".298",".362",".661"
"Steven Souza Jr.","(N/A)","OF","295","FA","31","","137","1.9","72","241","21","53","15","3","5","29","28","75","6","1",".220",".309",".369",".678"
"Josh Donaldson","MIN","3B","296","MBC","35","","135","2.6","52","187","30","46","14","0","8","23","31","54","2","0",".246",".352",".449",".801"
"Miguel Sano","MIN","1B","297","NCNF","27","","132.5","1.87","71","266","32","53","14","0","13","41","31","115","0","0",".199",".281",".398",".679"
"Joey Rickard","SF","OF","298","FA","29","","132.5","1.68","79","213","27","52","10","1","8","23","15","55","4","2",".244",".300",".413",".713"
"Jake Marisnick","NYM","OF","299","FA","29","","132","1.28","103","213","34","45","8","1","10","28","15","84","6","2",".211",".275",".399",".674"
"Jarrod Dyson","CHW","OF","300","FA","36","","132","1.97","67","206","29","39","4","2","2","12","27","34","16","3",".189",".282",".257",".539"
"Austin Jackson","(N/A)","OF","301","FA","33","","132","1.14","116","347","29","85","17","1","3","32","26","133","3","3",".245",".299",".326",".624"
"Ryan O'Hearn","KC","1B","302","FA","27","","130","2.95","44","149","23","39","10","2","12","30","20","45","0","0",".262",".353",".597",".950"
"Jorge Bonifacio","DET","OF","303","FA","27","","129.5","1.88","69","236","31","53","16","2","4","23","29","71","0","1",".225",".312",".360",".672"
