"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","W","SV","IP","K/9","BB/9","HR/9","GB/FB","HR/FB","BABIPA","ERA","LOB%","FIP"
"Michael Broadway","(N/A)","RP","2617","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Greg Brody","SF","P","2618","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Craig Brooks","CHC","P","2619","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gavin Brooks","NYY","RP","2620","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chase Brookshire","STL","P","2621","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christian Broussard","MIN","P","2622","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Broussard","LAD","P","2623","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Brown","PHI","RP","2624","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Brown","PHI","RP","2625","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Brown","BOS","P","2626","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brooks Brown","(N/A)","RP","2627","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cam Brown","(N/A)","RP","2628","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Brown","MIL","P","2629","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitch Brown","CLE","P","2630","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Browning","BOS","P","2631","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shane Broyles","COL","P","2632","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Brubaker","MIN","P","2633","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Bruihl","LAD","RP","2634","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyson Brummett","LAD","RP","2635","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Bruno","(N/A)","SP","2636","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chad Bryant","ATL","P","2637","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrison Bryant","NYM","RP","2638","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rob Bryson","CLE","RP","2639","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Bucciferro","CHW","P","2640","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Buch","COL","RP","2641","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chuck Buchanan","ATL","P","2642","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Buchanan","(N/A)","SP","2643","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Buchanan","(N/A)","RP","2644","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Buchmann","NYM","P","2645","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dallas Buck","CIN","SP","2646","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Buckel","TEX","SP","2647","FA","28","","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0"
"Hever Bueno","TEX","P","2648","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Buffett","CIN","P","2649","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Maverik Buffo","TOR","RP","2650","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Parker Bugg","MIA","RP","2651","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Billy Bullock","MIN","RP","2652","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Bullock","MIL","P","2653","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gaither Bumgardner","NYM","P","2654","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robert Bundy","BAL","SP","2655","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danny Burawa","ATL","RP","2656","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Burden","TOR","P","2657","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Burgos","DET","P","2658","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Enrique Burgos","(N/A)","RP","2659","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Burkhalter","MIL","P","2660","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gage Burland","TOR","P","2661","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Burnette","PIT","P","2662","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Buschmann","ARI","RP","2663","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alan Busenitz","(N/A)","RP","2664","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"JD Busfield","TB","P","2665","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Bush","(N/A)","RP","2666","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Bushue","HOU","SP","2667","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eddie Butler","TEX","SP","2668","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Butler","SD","RP","2669","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tony Butler","BAL","RP","2670","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Butto","NYM","SP","2671","W (Sun)","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brett Butts","ATL","RP","2672","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elixon Caballero","TOR","RP","2673","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Cabezas","MIN","P","2674","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edwar Cabrera","HOU","SP","2675","FA","33","","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0"
"Fernando Cabrera","SF","RP","2676","FA","39","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeisson Cabrera","LAD","SP","2677","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Cabrera","SD","SP","2678","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mauricio Cabrera","(N/A)","RP","2679","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sandro Cabrera","SF","RP","2680","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oriel Caicedo","ATL","SP","2681","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colton Cain","PIT","SP","2682","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Cales","CHC","RP","2683","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamie Callahan","SF","RP","2684","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Calomeni","COL","P","2685","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Camarena","SD","RP","2686","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Camargo","CHC","SP","2687","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Cameron","SF","RP","2688","FA","41","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holden Cammack","CHC","P","2689","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eddie Campbell","SEA","P","2690","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Campbell","LAD","P","2691","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leonel Campos","(N/A)","RP","2692","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vicente Campos","PIT","RP","2693","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Canelon","NYM","SP","2694","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Cantleberry","LAD","P","2695","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holden Capps","KC","P","2696","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Capps","ARI","RP","2697","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Parker Caracci","TOR","P","2698","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yender Caramo","KC","SP","2699","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adonis Cardona","TOR","SP","2700","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Carela","NYY","SP","2701","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Carignan","SF","RP","2702","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Carkuff","SD","RP","2703","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shane Carle","TEX","RP","2704","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sean Carley","NYY","P","2705","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Carlton","DET","RP","2706","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Buddy Carlyle","(N/A)","RP","2707","FA","42","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Carpenter","LAA","P","2708","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Carr","PHI","RP","2709","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Isaiah Carranza","CHW","P","2710","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Carrasco","OAK","SP","2711","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joel Carreno","NYM","RP","2712","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcelo Carreno","DET","SP","2713","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Faustino Carrera","CHC","SP","2714","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cesar Carrillo","ARI","RP","2715","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dalton Carroll","ATL","RP","2716","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Damion Carroll","TB","P","2717","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Carroll","CHC","RP","2718","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Carter","CHW","RP","2719","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C.J. Carter","MIA","RP","2720","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Carter","STL","RP","2721","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Carter","NYY","P","2722","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yimi Carty","WSH","RP","2723","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronny Carvajal","TEX","RP","2724","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Franyel Casadilla","STL","SP","2725","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jean Casanova","TEX","RP","2726","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Case","TOR","RP","2727","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brad Case","PIT","P","2728","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ralston Cash","LAD","SP","2729","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Casilla","SF","RP","2730","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jiorgeny Casimiri","TOR","RP","2731","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranfi Casimiro","PHI","SP","2732","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Castellanos","DET","P","2733","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brayan Castillo","COL","SP","2734","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryan Castillo","LAD","SP","2735","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cristian Castillo","KC","SP","2736","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fabio Castillo","LAD","RP","2737","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Neraldo Catalina","TB","SP","2738","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Cates","SD","P","2739","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lindsey Caughel","LAD","P","2740","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christian Cecilio","SD","P","2741","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Ceda","MIA","RP","2742","FA","33","","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0"
"Luis Cedeno","NYY","RP","2743","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Cederoth","MIN","P","2744","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brendan Cellucci","BOS","P","2745","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Henry Centeno","TB","SP","2746","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Cepeda","KC","SP","2747","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charlie Cerny","OAK","P","2748","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunter Cervenka","BAL","RP","2749","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francis Cespedes","LAD","SP","2750","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Chabot","SD","P","2751","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alejandro Chacin","(N/A)","RP","2752","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gustavo Chacin","NYM","RP","2753","FA","40","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adrian Chacon","CIN","P","2754","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raidel Chacon","LAD","RP","2755","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cannon Chadwick","NYM","P","2756","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Chaffee","ATL","P","2757","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Chaffee","LAA","SP","2758","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Chambuco","NYY","RP","2759","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jace Chancellor","SD","RP","2760","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sean Chandler","TEX","P","2761","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jaye Chapman","(N/A)","RP","2762","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"JT Chargois","(N/A)","RP","2763","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sandi Charle","LAA","RP","2764","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dylan Chavez","BOS","P","2765","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Chavez","PHI","SP","2766","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lupe Chavez","HOU","SP","2767","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rocky Cherry","SD","RP","2768","FA","41","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Chin","NYY","P","2769","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Chirinos","(N/A)","SP","2770","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angel Chivilli","COL","SP","2771","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Choplick","TEX","P","2772","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhoander Chourio","NYM","RP","2773","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gilberto Chu","WSH","SP","2774","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Church","NYM","P","2775","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marc Church","TEX","P","2776","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Ciavarella","STL","P","2777","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Cisco","CIN","P","2778","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Cisco","LAA","RP","2779","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Cisneros","SD","RP","2780","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cesar Ciurcina","(N/A)","RP","2781","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Clancy","SEA","P","2782","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bailey Clark","CHC","P","2783","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Clark","CHW","P","2784","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ethan Clark","MIA","P","2785","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Claussen","WSH","SP","2786","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Porter Clayton","TB","P","2787","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Cleveland","NYM","P","2788","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Clinard","DET","P","2789","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"JC Cloney","KC","P","2790","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Cobb","NYM","P","2791","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Franny Cobos","HOU","RP","2792","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Cochran-Gill","SEA","P","2793","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor Cockrell","ATL","P","2794","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chase Cohen","OAK","P","2795","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Calvin Coker","OAK","P","2796","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mason Cole","TEX","RP","2797","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vince Coletti","OAK","P","2798","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Coley","PIT","P","2799","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leoner Colina","MIL","SP","2800","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Colla","PIT","P","2801","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Willy Collado","HOU","RP","2802","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tommy Collier","DET","SP","2803","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Collop","CHW","SP","2804","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Colome","COL","RP","2805","FA","42","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brody Colvin","PHI","SP","2806","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Colon","STL","RP","2807","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shane Combs","CHC","RP","2808","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Comer","TOR","P","2809","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christopher Comito","CHW","P","2810","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Concepcion","SF","SP","2811","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gerardo Concepcion","(N/A)","RP","2812","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Condra-Bogan","WSH","RP","2813","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mark Conger","DET","P","2814","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryce Conley","OAK","P","2815","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Conlon","SF","P","2816","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P.J. Conlon","(N/A)","SP","2817","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick Connaughton","BAL","P","2818","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Conroy","BAL","P","2819","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Constante","CIN","SP","2820","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Conway","CHW","RP","2821","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joshua Conway","CHC","RP","2822","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Troy Conyers","ATL","P","2823","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clayton Cook","CLE","P","2824","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrison Cooney","LAA","P","2825","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Cooper","CLE","SP","2826","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Cooper","CLE","P","2827","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Cooper","CHW","P","2828","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Copeland","(N/A)","RP","2829","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corey Copping","TOR","RP","2830","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Corcino","(N/A)","RP","2831","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Starlin Cordero","SD","RP","2832","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Erik Cordier","BOS","RP","2833","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyson Corley","CHW","RP","2834","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Riley Cornelio","(N/A)","RP","2835","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Cornelius","STL","SP","2836","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Cornely","BOS","RP","2837","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hector Correa","SF","RP","2838","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Correa","CIN","SP","2839","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zachary Correll","CIN","P","2840","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dan Cortes","SD","RP","2841","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edward Jake Cosart","BOS","SP","2842","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christian Cosby","KC","P","2843","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tom Cosgrove","SD","P","2844","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cale Coshow","NYY","P","2845","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jean Cosme","SD","P","2846","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clark Cota","OAK","P","2847","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Cote","NYY","P","2848","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Caleb Cotham","CIN","RP","2849","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabriel Cotto","PHI","P","2850","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Cotton","HOU","P","2851","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamaine Cotton","HOU","P","2852","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keith Couch","BOS","P","2853","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Coulon","MIN","P","2854","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Cowan","BAL","SP","2855","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Coby Cowgill","TEX","P","2856","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Cox","LAA","P","2857","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Cox","PHI","P","2858","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andy Cox","CIN","P","2859","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cameron Cox","CLE","P","2860","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tim Crabbe","CIN","P","2861","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bobby Cramer","(N/A)","RP","2862","FA","41","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabe Cramer","KC","RP","2863","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Cravy","MIL","RP","2864","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brooks Crawford","SF","RP","2865","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evan Crawford","CHW","RP","2866","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Crawford","CIN","P","2867","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Creasy","PIT","P","2868","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcus Crescentini","MIA","RP","2869","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Crim","ATL","SP","2870","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Crockett","ARI","RP","2871","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Casey Crosby","LAD","SP","2872","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carson Cross","STL","P","2873","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
