"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","W","SV","IP","K/9","BB/9","HR/9","GB/FB","HR/FB","BABIPA","ERA","LOB%","FIP"
"Paul Maholm","CIN","SP","181","FA","38","","68.5","2.63","10","0","153","6.18","2.76","1.00","2.06","13.49","0.315","4.41",".712","4.28"
"Jason Frasor","(N/A)","RP","182","FA","43","","68","1.11","4","0","49","8.82","3.67","0.73","1.32","9.09","0.252","2.57",".813","3.42"
"Brian Matusz","CHC","SP","183","FA","33","","67.5","1.04","2","0","51","8.82","2.82","0.53","1.08","6.12","0.294","3.53",".704","2.95"
"Yusmeiro Petit","OAK","RP","184","FA","36","","67","8.38","4","0","48","8.81","2.06","0.75","0.85","7.69","0.318","3.56",".739","2.90"
"Al Alburquerque","(N/A)","RP","185","FA","34","","67","1.26","4","0","49","12.86","6.24","0.92","1.15","12.20","0.312","4.59",".735","3.76"
"Tom Gorzelanny","CLE","RP","186","FA","38","","66.83","1.55","3","0","85.1","8.75","3.27","1.16","1.22","12.94","0.289","3.90",".729","3.98"
"Jason Marquis","(N/A)","SP","187","FA","42","","66.67","3.33","9","0","117.2","5.51","5.20","1.38","2.03","18.75","0.267","4.05",".773","5.69"
"Brian Duensing","CHC","RP","188","FA","37","","66.5","0.91","6","1","61","8.26","3.25","0.59","1.36","7.14","0.352","3.98",".741","3.29"
"Aaron Crow","CHC","RP","189","FA","34","","66.5","1.17","7","1","48","8.25","4.13","1.13","1.64","14.29","0.321","3.38",".836","4.38"
"Blake Parker","PHI","RP","190","FA","35","","66.33","1.35","1","1","46.1","10.68","2.91","0.78","0.59","6.56","0.294","2.72",".774","2.94"
"Vin Mazzaro","SF","RP","191","FA","34","","66.17","1.16","8","1","73.2","5.62","2.57","0.37","1.92","4.84","0.285","2.81",".786","3.35"
"Tim Stauffer","ARI","RP","192","FA","38","","65.67","1.53","3","0","69.2","8.27","2.58","0.90","2.00","14.29","0.280","3.75",".738","3.59"
"Anthony Swarzak","(N/A)","RP","193","FA","35","","65.5","1.36","3","0","96","6.47","2.06","0.66","1.31","6.93","0.287","2.91",".773","3.32"
"Trevor Cahill","SF","SP","194","FA","32","","65.17","2.51","8","0","146.2","6.26","3.99","0.80","2.45","12.50","0.295","3.99",".735","4.30"
"Jared Burton","TEX","RP","195","FA","39","","65","0.92","2","2","66","8.32","3.00","0.82","1.15","8.45","0.297","3.82",".741","3.65"
"Matt Belisle","(N/A)","RP","196","FA","40","","64","0.89","5","0","73","7.64","1.85","0.74","2.06","11.54","0.324","4.32",".654","3.08"
"Aaron Loup","TB","RP","197","FA","32","","63.83","1","4","2","69.1","6.88","1.69","0.65","2.82","11.11","0.302","2.47",".797","3.36"
"Kevin Correia","(N/A)","SP","198","FA","40","","63.83","2.06","9","0","185.1","4.90","2.19","1.17","1.38","11.76","0.316","4.18",".761","4.44"
"Danny Salazar","(N/A)","SP","199","FA","30","","63.5","6.35","2","0","52","11.25","2.60","1.21","0.96","14.29","0.301","3.12",".833","3.21"
"Chris Withrow","ATL","RP","200","FA","31","","63.17","2.43","3","1","34.2","11.16","3.38","1.30","0.88","15.15","0.205","2.60",".885","3.61"
"Todd Redmond","(N/A)","RP","201","FA","35","","63","3.71","4","0","77","8.88","2.69","1.52","0.64","12.15","0.278","4.32",".755","4.44"
"Louis Coleman","(N/A)","RP","202","FA","34","","62.67","2.32","3","0","29.2","9.71","1.82","0.30","1.21","4.17","0.261","0.61",".976","2.08"
"Wandy Rodriguez","(N/A)","SP","203","FA","41","","61.17","5.1","6","0","62.2","6.61","1.72","1.44","1.13","12.99","0.257","3.59",".800","4.46"
"Will Harris","WSH","RP","204","FA","36","","60.67","0.99","4","0","52.2","9.06","2.56","0.51","1.69","7.14","0.326","2.91",".796","2.79"
"Pedro Strop","CHC","RP","205","FA","35","","60.33","0.91","2","1","57.1","10.36","4.08","0.78","1.97","13.89","0.280","4.55",".671","3.60"
"Josh Outman","WSH","RP","206","FA","36","","59","0.97","3","0","54","8.83","3.83","0.50","1.78","6.67","0.342","4.33",".707","3.29"
"Aaron Harang","(N/A)","SP","207","FA","42","","58.83","2.26","5","0","143.1","7.10","2.51","1.63","0.89","13.76","0.289","5.40",".664","4.83"
"Jeanmar Gomez","(N/A)","RP","208","FA","32","","58.67","1.73","3","0","80.2","5.91","3.12","0.67","2.27","10.00","0.247","3.35",".696","3.90"
"Samuel Deduno","(N/A)","RP","209","FA","37","","58.5","3.25","8","0","108","5.58","3.42","0.58","3.17","10.61","0.293","3.83",".737","4.08"
"David Hernandez","CLE","RP","210","FA","35","","57.83","0.93","5","2","62.1","9.53","3.47","1.44","0.64","12.05","0.255","4.48",".703","4.41"
"Caleb Thielbar","MIN","RP","211","FA","33","","57.5","1.17","3","0","46","7.63","2.74","0.78","0.49","6.35","0.175","1.76",".833","3.44"
"Jerry Blevins","NYM","RP","212","FA","37","","57.5","0.86","5","0","60","7.80","2.55","1.05","0.67","8.97","0.247","3.15",".773","3.92"
"Jarred Cosart","SD","SP","213","FA","30","","54","5.4","1","0","60","4.95","5.25","0.45","2.33","7.14","0.246","1.95",".859","4.39"
"Ross Ohlendorf","CIN","RP","214","FA","38","","53.83","3.36","4","0","60.1","6.71","2.09","1.19","1.01","11.59","0.273","3.28",".819","4.07"
"Tim Collins","COL","RP","215","FA","31","","53.33","0.81","3","0","53.1","8.78","4.72","0.51","0.93","4.92","0.311","3.54",".701","3.45"
"Matt Lindstrom","(N/A)","RP","216","FA","40","","53.17","0.7","2","0","60.2","6.82","3.41","0.30","2.23","4.26","0.333","3.12",".763","3.19"
"John Axford","(N/A)","RP","217","FA","37","","53","0.71","7","0","65","9.00","3.60","1.38","1.53","17.54","0.346","4.02",".793","4.38"
"Dan Otero","NYY","RP","218","FA","35","","52","1.58","2","0","39","6.23","1.38","0.00","2.50","0.00","0.336","1.38",".854","2.17"
"Roberto Hernandez","(N/A)","SP","219","FA","40","","51.5","1.61","6","1","151","6.74","2.26","1.43","2.05","19.20","0.310","4.89",".706","4.67"
"Logan Ondrusek","(N/A)","RP","220","FA","35","","50.5","0.97","3","0","55","8.67","2.62","1.31","1.38","15.38","0.298","4.09",".748","3.98"
"Juan Nicasio","TEX","RP","221","FA","34","","50.17","1.62","9","0","157.2","6.79","3.65","0.97","1.40","10.24","0.307","5.14",".657","4.30"
"Jonathan Pettibone","(N/A)","SP","222","FA","30","","49.83","2.77","5","0","100.1","5.92","3.41","0.81","1.65","9.38","0.322","4.04",".732","4.23"
"Adam Warren","NYY","RP","223","FA","33","","49.5","1.46","3","1","77","7.48","3.51","1.17","1.43","12.99","0.311","3.39",".847","4.36"
"Jacob Turner","(N/A)","SP","224","FA","29","","49.5","2.48","3","0","118","5.87","4.12","0.84","1.45","9.02","0.292","3.74",".750","4.47"
"Andrew Miller","STL","RP","225","FA","35","","49.17","1.29","1","0","30.2","14.09","4.99","0.88","2.06","16.67","0.344","2.64",".804","3.09"
"Will Smith","ATL","RP","226","FA","31","","48.33","2.54","2","0","33.1","11.61","1.89","1.62","1.06","18.75","0.243","3.24",".678","3.57"
"Brad Peacock","HOU","RP","227","FA","32","","48.33","2.69","5","0","83.1","8.32","4.00","1.62","0.93","14.71","0.272","5.18",".691","5.02"
"Jake Diekman","OAK","RP","228","NT 4","33","","47.83","1.06","1","0","38.1","9.63","3.76","0.23","2.04","4.00","0.317","2.58",".720","2.54"
"Kevin Slowey","(N/A)","SP","229","FA","36","","47","2.35","3","0","92","7.43","1.76","1.17","0.67","9.30","0.333","4.11",".755","3.85"
"David Phelps","PHI","RP","230","FA","34","","46.67","2.12","6","0","86.2","8.20","3.63","0.83","1.23","9.09","0.324","4.98",".668","3.85"
"Ronald Belisario","BOS","RP","231","FA","37","","46.5","0.6","5","1","68","6.49","3.71","0.40","3.53","7.89","0.324","3.97",".704","3.68"
"Edwin Jackson","(N/A)","SP","232","FA","37","","46.33","1.49","8","0","175.1","6.93","3.03","0.82","1.89","10.26","0.327","4.98",".633","3.83"
"Dallas Keuchel","CHW","SP","233","FA","32","","46.17","1.49","6","0","153.2","7.20","3.05","1.17","2.57","18.18","0.342","5.15",".681","4.29"
"Chris Capuano","(N/A)","RP","234","FA","42","","46.17","1.92","4","0","105.2","6.90","2.04","0.94","1.48","10.09","0.340","4.26",".689","3.59"
"James Paxton","(N/A)","SP","235","ZL","32","","46","11.5","3","0","24","7.88","2.63","0.75","2.29","11.76","0.203","1.50",".885","3.30"
"Travis Blackley","DET","RP","236","FA","38","","43.33","0.94","2","0","50.1","7.15","3.93","2.15","1.26","24.00","0.252","4.83",".805","5.97"
"Eric O'Flaherty","(N/A)","RP","237","FA","35","","43","2.26","3","0","18","5.50","2.50","1.00","2.29","14.29","0.192","2.50",".845","4.15"
"Brandon Workman","PHI","RP","238","FA","32","","41.67","2.08","6","0","41.2","10.15","3.24","1.08","1.02","11.11","0.351","4.97",".692","3.47"
"Robbie Erlin","(N/A)","RP","239","FA","30","","41.17","3.74","3","0","54.2","6.59","2.47","0.99","1.02","9.52","0.288","4.12",".705","3.88"
"Jake Arrieta","PHI","SP","240","FA","34","","40.83","2.92","5","0","75.1","7.17","4.90","1.08","1.17","11.84","0.242","4.78",".693","4.88"
"Edinson Volquez","TEX","SP","241","FA","37","","40.83","1.24","9","0","170.1","7.50","4.07","1.00","1.63","11.88","0.330","5.71",".645","4.28"
"Josh Fields","(N/A)","RP","242","FA","35","","40","0.98","1","5","38","9.47","4.26","1.89","0.76","16.33","0.247","4.97",".741","5.14"
"J.A. Happ","NYY","SP","243","FA","38","","39.17","2.18","5","0","92.2","7.48","4.37","0.97","0.82","7.81","0.289","4.56",".685","4.35"
"Josh Roenicke","LAA","RP","244","FA","38","","39","0.62","3","1","62","6.53","5.23","0.87","0.98","7.14","0.295","4.35",".753","4.69"
"Vinnie Pestano","(N/A)","RP","245","FA","35","","36.83","1","1","6","35.1","9.42","5.35","1.53","0.77","12.77","0.330","4.08",".810","5.07"
"Michael Kohn","LAA","RP","246","FA","34","","36.5","0.58","1","0","53","8.83","4.75","1.19","0.44","8.64","0.250","3.74",".807","4.60"
"Erasmo Ramirez","NYM","RP","247","FA","30","","36.33","2.6","5","0","72.1","7.09","3.24","1.49","1.22","14.46","0.300","4.98",".702","4.87"
"Justin De Fratus","LAD","RP","248","FA","33","","36.17","0.62","3","0","46.2","8.10","4.82","0.58","1.48","7.50","0.321","3.86",".763","4.05"
"Joakim Soria","OAK","RP","249","FA","36","","35.17","1.35","1","0","23.2","10.65","5.32","0.76","1.71","11.76","0.291","3.80",".762","3.72"
"Phil Hughes","(N/A)","SP","250","FA","34","","35.17","1.17","4","0","145.2","7.48","2.59","1.48","0.71","11.27","0.327","5.19",".687","4.54"
"Ryan Webb","(N/A)","RP","251","FA","34","","34.83","0.53","2","0","80.1","6.05","3.02","0.56","2.28","8.33","0.279","2.91",".750","3.64"
"Donnie Veal","(N/A)","RP","252","FA","36","","34.83","0.7","2","0","29.1","8.90","4.91","0.92","1.78","13.04","0.295","4.60",".688","4.08"
"Marc Rzepczynski","(N/A)","RP","253","FA","35","","34.67","0.91","0","0","30.2","8.51","2.93","0.59","2.24","9.52","0.301","3.23",".733","3.42"
"Jesse Chavez","TEX","RP","254","FA","37","","34.33","0.98","2","1","57.1","8.63","3.14","0.47","1.20","5.08","0.292","3.92",".669","3.06"
"Carter Capps","(N/A)","RP","255","FA","30","","34","0.64","3","0","59","10.07","3.51","1.83","1.18","19.35","0.370","5.49",".751","4.77"
"Danny Duffy","KC","SP","256","FA","31","","33.83","6.77","2","0","24.1","8.14","5.18","0.00","0.73","0.00","0.284","1.85",".853","3.13"
"Jenrry Mejia","(N/A)","RP","257","FA","31","","33.83","6.77","1","0","27.1","8.89","1.32","0.66","2.47","10.53","0.329","2.30",".788","2.50"
"Cesar Ramos","LAD","RP","258","FA","36","","33.83","0.7","2","1","67.1","7.08","2.94","0.80","1.16","8.11","0.296","4.14",".723","3.74"
"T.J. McFarland","OAK","RP","259","FA","31","","33.67","0.89","4","0","74.2","6.99","3.38","0.84","2.34","11.86","0.322","4.22",".731","3.88"
"Dustin McGowan","(N/A)","RP","260","FA","38","","33.67","1.35","0","0","25.2","9.12","4.21","0.70","1.29","7.14","0.236","2.45",".728","3.71"
"Nick Tepesch","(N/A)","SP","261","FA","32","","33","1.74","4","0","93","7.35","2.61","1.16","1.74","14.81","0.310","4.84",".691","4.23"
"Carlos Marmol","(N/A)","RP","262","FA","38","","33","0.63","2","2","49","10.84","7.35","1.29","1.15","17.07","0.289","4.41",".782","5.23"
"John Danks","(N/A)","SP","263","FA","35","","32.83","1.49","4","0","138.1","5.79","1.76","1.82","1.17","16.87","0.283","4.75",".707","5.11"
"Matt Reynolds","SF","RP","264","FA","36","","32.83","1.09","0","2","27.1","7.57","1.65","0.66","1.14","7.14","0.287","1.98",".851","3.02"
"Sandy Rosario","SF","RP","265","FA","35","","32.67","0.76","3","0","41.2","5.18","4.32","0.22","1.74","2.86","0.280","3.02",".760","3.69"
"Matt Albers","(N/A)","RP","266","FA","37","","32.5","0.58","3","0","63","5.00","3.29","0.29","4.33","6.67","0.276","3.14",".716","3.53"
"Burke Badenhop","(N/A)","RP","267","FA","37","","32.33","0.51","2","1","62.1","6.06","1.73","0.87","2.06","12.24","0.299","3.47",".640","3.57"
"Brandon Cumpton","(N/A)","RP","268","FA","32","","32.17","5.36","2","0","30.2","6.46","1.47","0.29","2.04","4.00","0.269","2.05",".784","2.67"
"Wade Davis","(N/A)","RP","269","FA","35","","31.83","1.03","8","0","135.1","7.58","3.86","1.00","1.21","10.00","0.362","5.32",".676","4.22"
"Rich Hill","MIN","SP","270","FA","40","","31.67","0.5","1","0","38.2","11.87","6.75","0.70","1.14","8.11","0.365","6.28",".602","3.87"
"Wesley Wright","(N/A)","RP","271","FA","35","","31.67","0.45","0","0","53.2","9.22","3.19","1.17","1.71","15.56","0.320","3.69",".785","3.97"
"Neil Wagner","(N/A)","RP","272","FA","36","","31.5","0.87","2","0","38","7.82","3.08","1.18","1.63","15.63","0.318","3.79",".783","4.17"
"Stephen Fife","(N/A)","SP","273","FA","34","","30.83","2.57","4","0","58.1","6.94","3.09","1.08","2.21","16.67","0.350","3.86",".772","4.39"
"Brandon Beachy","SF","SP","274","FA","34","","30","6","2","0","30","6.90","1.20","1.50","0.97","13.16","0.256","4.50",".583","4.12"
"Ryan Pressly","HOU","RP","275","FA","32","","29.17","0.6","3","0","76.2","5.75","3.17","0.59","1.34","6.25","0.284","3.87",".670","3.72"
"Bryan Morris","(N/A)","RP","276","FA","33","","29","0.53","5","0","65","5.12","3.88","1.11","2.25","15.38","0.251","3.46",".818","4.94"
"George Kontos","(N/A)","RP","277","FA","35","","28.83","0.55","2","0","55.1","7.64","2.93","1.14","1.07","11.48","0.325","4.39",".712","4.12"
"Jonathan Broxton","(N/A)","RP","278","FA","36","","28.17","0.83","2","0","30.2","7.34","3.52","1.17","1.31","12.50","0.264","4.11",".695","4.72"
"Brian Wilson","(N/A)","RP","279","FA","38","","28.17","1.56","2","0","13.2","8.56","2.63","0.00","2.57","0.00","0.250","0.66",".917","2.07"
"Brandon League","(N/A)","RP","280","FA","37","","27.83","0.48","6","14","54.1","4.64","2.48","1.33","3.00","20.00","0.318","5.30",".660","4.97"
"Bruce Rondon","(N/A)","RP","281","FA","30","","26.67","0.89","1","1","28.2","9.42","3.45","0.63","1.73","9.09","0.333","3.45",".773","3.06"
"Preston Claiborne","(N/A)","RP","282","FA","32","","26.33","0.6","0","0","50.1","7.51","2.50","1.25","1.21","12.28","0.299","4.11",".769","4.18"
"Vic Black","SF","RP","283","FA","32","","26","1.44","3","1","17","7.94","3.18","0.53","0.62","3.85","0.308","3.71",".763","3.50"
"Daisuke Matsuzaka","(N/A)","SP","284","FA","40","","25.67","3.67","3","0","38.2","7.68","3.72","0.93","0.63","7.84","0.269","4.42",".675","4.36"
"Brad Brach","NYM","RP","285","FA","34","","25","0.76","1","0","31","9.00","5.52","0.87","1.06","8.82","0.375","3.19",".787","4.19"
"Sean Marshall","(N/A)","RP","286","FA","38","","24.83","1.55","0","0","10.1","8.71","1.74","0.00","2.33","0.00","0.167","1.74",".571","2.03"
"James Russell","(N/A)","RP","287","FA","34","","24.67","0.33","1","0","52.2","6.32","3.08","1.20","0.67","8.86","0.260","3.59",".797","4.50"
"Pat Neshek","(N/A)","RP","288","FA","40","","24.33","0.54","2","0","40.1","6.47","3.35","1.34","0.75","10.00","0.268","3.35",".815","4.70"
"David Hale","PHI","RP","289","FA","33","","23.5","11.75","1","0","11","11.45","0.82","0.00","4.75","0.00","0.355","0.82",".917","0.82"
"Josh Zeid","STL","RP","290","FA","33","","23.17","0.93","0","1","27.2","7.81","3.90","0.98","1.90","14.29","0.299","3.90",".776","4.17"
"Tyler Lyons","NYY","RP","291","FA","32","","23","1.92","2","0","53","7.30","2.72","0.85","1.48","9.62","0.284","4.75",".639","3.77"
"Jose Cisnero","DET","RP","292","FA","31","","22.67","0.81","2","0","43.2","8.45","4.53","1.03","1.08","10.20","0.341","4.12",".754","4.28"
"Tony Sipp","(N/A)","RP","293","FA","37","","22.67","0.4","3","0","37.2","10.04","5.26","1.43","0.46","10.17","0.293","4.78",".736","4.92"
"Jose Valverde","WSH","RP","294","FA","42","","22.33","1.12","0","9","19.1","8.84","2.79","2.79","0.96","24.00","0.235","5.59",".795","6.40"
"B.J. Rosenberg","LAD","RP","295","FA","35","","22.17","1.01","2","1","19.2","8.69","4.12","0.00","0.88","0.00","0.351","4.58",".655","2.53"
"Robert Coello","(N/A)","RP","296","FA","36","","21.5","1.34","2","1","17","12.18","4.24","0.53","0.52","4.76","0.325","3.71",".728","2.56"
"Andre Rienzo","SD","RP","297","FA","32","","21.5","2.15","2","0","56","6.11","4.50","1.77","1.50","18.97","0.260","4.82",".733","5.89"
"Darin Downs","(N/A)","RP","298","FA","35","","21.33","0.74","0","0","35.1","9.42","2.80","1.02","1.31","11.11","0.333","4.84",".668","3.57"
"Kevin Jepsen","(N/A)","RP","299","FA","36","","21","0.47","1","0","36","9.00","3.50","0.75","1.07","7.32","0.355","4.50",".676","3.42"
"Brandon Gomes","CHC","RP","300","FA","36","","20.83","0.8","3","0","19.1","13.50","3.26","1.86","0.36","14.29","0.333","6.52",".515","3.87"
"Erik Johnson","(N/A)","SP","301","FA","30","","20.67","4.13","3","0","27.2","5.86","3.58","1.63","1.32","14.71","0.290","3.25",".757","5.44"
"Matt Guerrier","(N/A)","RP","302","FA","42","","20.67","0.42","4","0","42.2","6.33","3.59","0.63","1.21","6.25","0.313","4.01",".687","3.86"
"Tommy Hanson","SF","SP","303","FA","34","","20","1.33","4","0","73","6.90","3.70","1.23","0.77","9.90","0.320","5.42",".676","4.69"
"Juan Perez","TEX","RP","304","FA","42","","19.67","1.04","1","0","31.2","9.38","4.26","0.85","2.33","14.29","0.253","3.69",".632","3.75"
"Brad Boxberger","MIA","RP","305","FA","32","","19.5","1.08","0","1","22","9.82","5.32","1.23","1.10","14.29","0.314","2.86",".827","4.45"
"Hector Rondon","ARI","RP","306","FA","32","","19.17","0.43","2","0","54.2","7.24","4.12","0.99","1.29","10.17","0.287","4.77",".712","4.44"
"Luke Putkonen","(N/A)","RP","307","FA","34","","19.17","0.64","1","0","29.2","8.49","2.73","1.21","1.73","13.33","0.310","3.03",".838","3.87"
"Jordan Lyles","TEX","RP","308","FA","30","","19.17","0.71","7","1","141.2","5.91","3.11","1.08","1.74","12.23","0.314","5.59",".631","4.61"
"Andrew Albers","(N/A)","SP","309","FA","35","","19","1.9","2","0","60","3.75","1.05","0.90","1.31","8.57","0.280","4.05",".604","4.01"
"Carlos Martinez","STL","SP","310","Ass","29","","18.83","0.9","2","1","28.1","7.62","2.86","0.32","2.04","4.35","0.349","5.08",".649","3.13"
"David Huff","(N/A)","RP","311","FA","36","","18.67","1.33","3","0","37.2","7.41","2.15","1.67","1.02","15.91","0.255","5.50",".602","4.66"
"Joe Savery","CHW","RP","312","FA","35","","18.5","1.03","2","0","20","6.30","4.95","0.45","2.06","5.88","0.237","3.15",".610","3.99"
"Mike Adams","LAD","RP","313","FA","42","","18","0.64","1","0","25","8.28","3.96","1.80","1.95","25.00","0.269","3.96",".857","5.29"
"Kevin Chapman","DET","RP","314","FA","32","","17.83","0.71","1","1","20.1","6.64","5.75","0.44","0.95","4.76","0.218","1.77",".820","4.32"
"Brad Hand","CLE","RP","315","Ass","30","","17.67","2.52","1","0","20.2","6.53","3.48","0.87","1.19","9.52","0.193","3.05",".769","4.06"
"Brett Anderson","MIL","SP","316","FA","32","","17.67","1.1","1","3","44.2","9.27","4.23","1.01","3.04","18.52","0.362","6.04",".615","3.90"
"Jeremy Jeffress","CHC","RP","317","BFT","33","","17.33","1.73","1","0","10.1","10.45","4.35","0.87","9.00","50.00","0.280","0.87","1.034","3.48"
"Buddy Boshers","(N/A)","RP","318","FA","32","","17.33","0.69","0","0","15.1","7.63","4.70","0.00","1.20","0.00","0.317","4.70",".636","3.16"
"Chad Jenkins","TOR","RP","319","FA","32","","17.33","1.73","1","0","33.1","4.05","1.62","0.81","1.40","8.57","0.264","2.70",".740","3.99"
"Ian Krol","DET","RP","320","FA","29","","17.33","0.54","2","0","27.1","7.24","2.63","1.65","0.92","13.89","0.287","3.95",".828","4.74"
