"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","W","SV","IP","K/9","BB/9","HR/9","GB/FB","HR/FB","BABIPA","ERA","LOB%","FIP"
"Patrick Dayton","STL","P","2645","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin De Fratus","LAD","RP","2646","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adrian De Horta","LAA","RP","2647","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angel De Jesus","DET","RP","2648","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguel De Jesus","MIN","SP","2649","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Noel De Jesus","STL","SP","2650","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frankie De La Cruz","MIL","RP","2651","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joel De La Cruz","(N/A)","SP","2652","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelvin De La Cruz","CLE","SP","2653","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edgar De La Rosa","DET","SP","2654","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eury De La Rosa","HOU","RP","2655","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jorge De La Rosa","COL","RP","2656","FA","39","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rubby De La Rosa","(N/A)","SP","2657","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose De La Torre","CIN","RP","2658","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jorge De Leon","MIA","RP","2659","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor De Leon","STL","SP","2660","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fautino De Los Santos","SD","RP","2661","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose De Paula","LAD","RP","2662","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Rafael De Paula","SD","SP","2663","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole De Vries","MIN","SP","2664","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Simon De la Rosa","NYY","SP","2665","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abel De los Santos","LAA","RP","2666","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin DeCarr","NYY","P","2667","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh DeGraaf","TOR","RP","2668","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis DeJesus","CLE","P","2669","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler DeLoach","LAA","SP","2670","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan DeLorenzo","STL","P","2671","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Levi Dean","SEA","P","2672","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pat Dean","(N/A)","SP","2673","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Dean","NYY","P","2674","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Dease","TEX","P","2675","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Samuel Deduno","(N/A)","RP","2676","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff Degano","NYY","P","2677","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fineas Del Bonta-Smith","COL","P","2678","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eduardo Del Rosario","MIN","SP","2679","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yeyfrey Del Rosario","TOR","SP","2680","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dimaster Delgado","ATL","SP","2681","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Randall Delgado","(N/A)","RP","2682","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sam Demel","LAD","RP","2683","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Paul Demny","WSH","SP","2684","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Denato","PHI","P","2685","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Dennick","LAD","RP","2686","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Derosier","WSH","P","2687","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jorge Despaigne","ARI","SP","2688","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Dettmann","ATL","P","2689","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alexis Diaz","CIN","P","2690","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Diaz","NYY","SP","2691","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christian Josue Diaz","ATL","SP","2692","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dayan Diaz","(N/A)","RP","2693","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Donny Diaz","BOS","P","2694","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhonathan Diaz","BOS","SP","2695","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jumbo Diaz","(N/A)","RP","2696","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Diaz","LAA","SP","2697","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malcolm Diaz","SD","P","2698","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miller Diaz","ARI","RP","2699","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oneiver Diaz","STL","SP","2700","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Diaz","CHW","RP","2701","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yoljeldriz Diaz","NYY","RP","2702","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dale Dickerson","CLE","P","2703","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"R.A. Dickey","(N/A)","SP","2704","FA","46","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robbie Dickey","WSH","P","2705","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Dickson","(N/A)","RP","2706","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Dickson","PIT","P","2707","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Diemer","LAA","P","2708","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Dillard","LAD","P","2709","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Ditman","KC","P","2710","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mario Doble","MIA","SP","2711","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryan Dobzanski","STL","SP","2712","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zackry Dodson","PIT","SP","2713","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Dominguez","TOR","P","2714","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronald Dominguez","SEA","RP","2715","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Dominguez","SD","RP","2716","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tucker Donahue","TOR","P","2717","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Donatella","ARI","P","2718","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chad Donato","HOU","P","2719","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Donofrio","STL","RP","2720","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Doolittle","OAK","RP","2721","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danny Dopico","CHW","P","2722","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas Dorminy","SD","P","2723","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Felix Doubront","(N/A)","SP","2724","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darin Downs","(N/A)","RP","2725","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dillon Drabble","KC","P","2726","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Drabek","ARI","RP","2727","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brady Dragmire","TOR","P","2728","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Drehoff","BOS","P","2729","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tim Drew","CLE","P","2730","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dustin Driver","OAK","P","2731","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Driver","SEA","P","2732","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Drossner","MIL","P","2733","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Calvin Drummond","DET","P","2734","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Drummond","BAL","P","2735","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Dube","BAL","P","2736","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Duchene","OAK","P","2737","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Duensing","CHC","RP","2738","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole Duensing","LAA","P","2739","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonas Dufek","HOU","P","2740","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grant Duff","NYY","RP","2741","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Duff","NYM","P","2742","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Duke","BOS","P","2743","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Dula","TEX","P","2744","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryan Dum","TB","SP","2745","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phil Dumatrait","MIN","RP","2746","FA","39","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Dunatov","CLE","OF,P","2747","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frank Duncan","ARI","RP","2748","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Dunning","CHW","RP","2749","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Dunnington","SF","RP","2750","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angel Duno","OAK","SP","2751","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sidney Duprey","SF","RP","2752","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Durham","NYM","P","2753","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Duron","BOS","RP","2754","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Dwyer","BAL","RP","2755","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cutter Dyals","ATL","P","2756","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hilton Dyar","PHI","P","2757","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brad Dydalewicz","HOU","SP","2758","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Dye","KC","P","2759","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grant Dyer","PHI","P","2760","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Dykstra","CHW","P","2761","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brock Dykxhoorn","HOU","P","2762","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Dziedzic","KC","P","2763","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kaleb Earls","MIL","P","2764","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Easton","MIN","1B,P","2765","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Echevarria","BAL","P","2766","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Eckelman","PIT","P","2767","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mark Ecker","DET","P","2768","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Eckert","KC","P","2769","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nicholas Economos","PIT","P","2770","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chandler Eden","LAD","P","2771","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Edgin","WSH","RP","2772","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Edwards","KC","P","2773","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chase Edwards","DET","P","2774","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Effross","CHC","P","2775","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Ege","MIA","RP","2776","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Logan Ehlers","TOR","P","2777","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Eichhorn","DET","SP","2778","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Eicholtz","MIA","P","2779","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Eisert","TOR","P","2780","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Ellenbest","TOR","P","2781","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Eller","TOR","P","2782","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Ellington","(N/A)","RP","2783","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Elliot","CHW","P","2784","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jensen Elliott","BAL","P","2785","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Ellis","(N/A)","RP","2786","FA","28","","0","0","0","0","1","0.00","9.00","0.00","1.00","0.00","0.250","0.00","1.000","6.09"
"Kent Emanuel","HOU","RP","2787","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malachi Emond","BAL","P","2788","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Geno Encina","TOR","P","2789","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabe Encinas","NYY","SP","2790","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Engler","TEX","P","2791","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Barry Enright","ARI","RP","2792","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nic Enright","CLE","P","2793","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Eppler","PIT","SP","2794","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Eppley","(N/A)","RP","2795","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Erbe","PHI","SP","2796","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Erickson","CHC","P","2797","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mason Erla","(N/A)","SP","2798","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Erwin","BAL","P","2799","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zack Erwin","CHW","P","2800","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edgmer Escalona","(N/A)","RP","2801","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Esch","(N/A)","SP","2802","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edgar Escobar","STL","RP","2803","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edwin Escobar","(N/A)","SP","2804","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elvis Escobar","PIT","RP","2805","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Escorcia","CHW","SP","2806","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Escudero","STL","RP","2807","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Espada","TOR","P","2808","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Esparza","CLE","P","2809","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raynel Espinal","NYY","P","2810","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yoel Espinal","TEX","RP","2811","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Espinola","NYY","SP","2812","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abraham Espinosa","ATL","SP","2813","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jaime Esquivel","BAL","SP","2814","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Estes","ATL","P","2815","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wirkin Estevez","WSH","SP","2816","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesse Estrada","CHC","RP","2817","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Estrella","(N/A)","RP","2818","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Willie Ethington","BOS","P","2819","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Etsell","LAA","P","2820","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Eubank","CLE","P","2821","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Eubanks","TEX","P","2822","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Evans","STL","P","2823","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steven Evarts","ATL","SP","2824","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dana Eveland","(N/A)","RP","2825","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Fairchild","KC","P","2826","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Felix Falcon","ATL","SP","2827","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Falk","OAK","P","2828","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Fall","KC","SP","2829","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Fallwell","KC","P","2830","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Falwell","SF","P","2831","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Felix Familia","KC","RP","2832","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steven Farinaro","STL","P","2833","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Farris","CHC","P","2834","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Fasola","TEX","RP","2835","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Calvin Faucher","MIN","P","2836","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenny Faulk","DET","P","2837","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Faulkner","LAD","RP","2838","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryce Fehmel","SF","P","2839","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brady Feigl","TEX","RP","2840","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Feldman","(N/A)","SP","2841","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Felix","LAD","SP","2842","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francisco Felix","LAD","SP","2843","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julio Felix","DET","P","2844","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Felix","PIT","RP","2845","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Neftali Feliz","SEA","RP","2846","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mason Felt","CIN","P","2847","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mason Feole","SD","P","2848","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andy Ferguson","KC","P","2849","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chandler Ferguson","CLE","P","2850","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Ferguson","TEX","P","2851","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chavez Fernander","DET","RP","2852","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Fernandez","SEA","SP","2853","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Arjenis Fernandez","LAA","RP","2854","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pablo Fernandez","LAD","SP","2855","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Fernandez","KC","SP","2856","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raul Fernandez","COL","RP","2857","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rigo Fernandez","CHW","P","2858","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Fernandez","BOS","P","2859","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff Ferrell","BAL","RP","2860","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chuckie Fick","(N/A)","RP","2861","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Fields","(N/A)","RP","2862","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Casey Fien","(N/A)","RP","2863","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stephen Fife","(N/A)","SP","2864","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Figueroa","TEX","RP","2865","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Filak","ATL","SP","2866","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Filomeno","TEX","P","2867","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Braidyn Fink","LAD","P","2868","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Fischer","KC","RP","2869","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andy Fisher","CIN","SP","2870","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hugh Fisher","(N/A)","RP","2871","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Fisher","PHI","C,P","2872","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jay Flaa","BAL","P","2873","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Billy Flamion","LAD","P","2874","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yohan Flande","COL","RP","2875","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kaleb Fleck","ARI","RP","2876","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Fleet","SF","SP","2877","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Florentino","BOS","RP","2878","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kendry Flores","MIA","RP","2879","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yadiel Flores","NYM","P","2880","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Floyd","KC","P","2881","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor Floyd","MIL","P","2882","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Foley","DET","RP","2883","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Foley","NYY","P","2884","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Randy Fontanez","LAD","RP","2885","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Forslund","BOS","P","2886","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Forsythe","PHI","P","2887","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ivan Fortunato","SEA","RP","2888","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gentry Fortuno","MIL","P","2889","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.P. France","HOU","P","2890","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frank Francisco","CHW","RP","2891","FA","41","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Franco","CIN","SP","2892","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Franco","TB","P","2893","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Frank","LAA","P","2894","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trevor Frank","CLE","P","2895","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AJ Franklin","KC","P","2896","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christopher Franklin","SD","P","2897","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seth Frankoff","SEA","RP","2898","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Fraser","NYM","P","2899","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Frasor","(N/A)","RP","2900","FA","43","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
